Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
562,Niger,2015,Tourist/visitor arrivals (thousands),TF,,135,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2016,Tourist/visitor arrivals (thousands),TF,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2017,Tourist/visitor arrivals (thousands),TF,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2005,Tourism expenditure (millions of US dollars),,,44,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2010,Tourism expenditure (millions of US dollars),,,106,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2015,Tourism expenditure (millions of US dollars),,,80,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2016,Tourism expenditure (millions of US dollars),,,84,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,1995,Tourist/visitor arrivals (thousands),TF,,656,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2005,Tourist/visitor arrivals (thousands),TF,,1010,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2010,Tourist/visitor arrivals (thousands),TF,,1555,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2015,Tourist/visitor arrivals (thousands),TF,,1255,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2016,Tourist/visitor arrivals (thousands),TF,,1889,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,1995,Tourism expenditure (millions of US dollars),,,47,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2005,Tourism expenditure (millions of US dollars),,,139,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2010,Tourism expenditure (millions of US dollars),,,736,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2015,Tourism expenditure (millions of US dollars),,,472,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2016,Tourism expenditure (millions of US dollars),,,1087,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
566,Nigeria,2017,Tourism expenditure (millions of US dollars),,,2611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,1995,Tourist/visitor arrivals (thousands),TF,,2,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2005,Tourist/visitor arrivals (thousands),TF,,3,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2010,Tourist/visitor arrivals (thousands),TF,,6,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2015,Tourist/visitor arrivals (thousands),TF,,8,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2016,Tourist/visitor arrivals (thousands),TF,,9,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2017,Tourist/visitor arrivals (thousands),TF,,10,Including Niueans residing usually in New Zealand.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,1995,Tourism expenditure (millions of US dollars),,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2005,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
570,Niue,2010,Tourism expenditure (millions of US dollars),,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,1995,Tourist/visitor arrivals (thousands),TCE,,147,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2005,Tourist/visitor arrivals (thousands),TCE,,197,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2010,Tourist/visitor arrivals (thousands),TCE,,262,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2015,Tourist/visitor arrivals (thousands),TCE,,486,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2016,Tourist/visitor arrivals (thousands),TCE,,510,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2017,Tourist/visitor arrivals (thousands),TCE,,631,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2005,Tourism expenditure (millions of US dollars),,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2010,Tourism expenditure (millions of US dollars),,,199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2015,Tourism expenditure (millions of US dollars),,,268,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2016,Tourism expenditure (millions of US dollars),,,283,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
807,North Macedonia,2017,Tourism expenditure (millions of US dollars),,,331,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,1995,Tourist/visitor arrivals (thousands),TF,,669,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,2005,Tourist/visitor arrivals (thousands),TF,,498,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,2010,Tourist/visitor arrivals (thousands),TF,,375,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,2015,Tourist/visitor arrivals (thousands),TF,,475,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,2016,Tourist/visitor arrivals (thousands),TF,,526,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,2017,Tourist/visitor arrivals (thousands),TF,,656,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
580,Northern Mariana Islands,1995,Tourism expenditure (millions of US dollars),,,665,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,1995,Tourist/visitor arrivals (thousands),TF,,2880,Non-resident tourists staying in registered hotels.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2005,Tourist/visitor arrivals (thousands),TF,,3824,Arrivals of non-resident tourists at national borders.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2010,Tourist/visitor arrivals (thousands),TF,,4767,Arrivals of non-resident tourists at national borders.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2015,Tourist/visitor arrivals (thousands),TF,,5361,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2016,Tourist/visitor arrivals (thousands),TF,,5960,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2017,Tourist/visitor arrivals (thousands),TF,,6252,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,1995,Tourism expenditure (millions of US dollars),,,2730,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2005,Tourism expenditure (millions of US dollars),,,4243,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2010,Tourism expenditure (millions of US dollars),,,5299,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2015,Tourism expenditure (millions of US dollars),,,6370,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2016,Tourism expenditure (millions of US dollars),,,6285,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
578,Norway,2017,Tourism expenditure (millions of US dollars),,,6515,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2005,Tourist/visitor arrivals (thousands),TF,,891,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2010,Tourist/visitor arrivals (thousands),TF,,1441,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2015,Tourist/visitor arrivals (thousands),TF,,1909,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2016,Tourist/visitor arrivals (thousands),TF,,2335,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2017,Tourist/visitor arrivals (thousands),TF,,2372,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2005,Tourism expenditure (millions of US dollars),,,627,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2010,Tourism expenditure (millions of US dollars),,,1072,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2015,Tourism expenditure (millions of US dollars),,,2247,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2016,Tourism expenditure (millions of US dollars),,,2390,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
512,Oman,2017,Tourism expenditure (millions of US dollars),,,2791,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,1995,Tourist/visitor arrivals (thousands),VF,,2332,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,2005,Tourist/visitor arrivals (thousands),VF,,3378,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,2010,Tourist/visitor arrivals (thousands),VF,,5567,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,2015,Tourist/visitor arrivals (thousands),VF,,10440,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,2016,Tourist/visitor arrivals (thousands),VF,,10690,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
158,Other non-specified areas,2017,Tourist/visitor arrivals (thousands),VF,,10740,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
